seed,u_nn,u_theory,Y_test
40,"[0.054398756474256516, 0.05226173996925354, 0.04944922402501106, 0.04765323922038078, 0.046036843210458755, 0.044582102447748184, 0.04327281191945076, 0.04209447279572487, 0.04103397578001022, 0.0400795042514801, 0.039220523089170456, 0.03844739869236946, 0.03775157406926155, 0.03712533414363861, 0.036561768501996994, 0.03605453670024872, 0.03559800609946251, 0.03518717363476753, 0.034817397594451904, 0.03448459133505821, 0.03418506681919098, 0.033915482461452484, 0.033672865480184555, 0.03345450758934021, 0.03325798362493515, 0.03308115899562836, 0.03292195498943329, 0.03278064355254173, 0.03265410661697388]","[0.053668420761823654, 0.05145157873630524, 0.04945642128586769, 0.04766077920794487, 0.04604470357298851, 0.04459023475646973, 0.04328121244907379, 0.04210308939218521, 0.04104278236627579, 0.04008850082755089, 0.039229653775691986, 0.03845668584108353, 0.03776101768016815, 0.037134915590286255, 0.03657142445445061, 0.036064282059669495, 0.035607852041721344, 0.035197071731090546, 0.03482736274600029, 0.03449462726712227, 0.03419516235589981, 0.03392564505338669, 0.033683083951473236, 0.03346477448940277, 0.03326829522848129, 0.0330914668738842, 0.03293231874704361, 0.032789088785648346, 0.03266017884016037]","[0.10000000149011612, 0.14000000059604645, 0.17599999904632568, 0.20839999616146088, 0.2375599890947342, 0.26380398869514465, 0.28742358088493347, 0.3086812198162079, 0.3278130888938904, 0.3450317978858948, 0.3605286180973053, 0.37447574734687805, 0.38702818751335144, 0.3983253836631775, 0.4084928333759308, 0.41764354705810547, 0.42587918043136597, 0.4332912564277649, 0.43996211886405945, 0.4459659159183502, 0.4513693153858185, 0.4562323987483978, 0.46060916781425476, 0.464548259973526, 0.4680934250354767, 0.47128409147262573, 0.4741556942462921, 0.47674012184143066, 0.4790661036968231]"
41,"[0.05366913229227066, 0.05145346000790596, 0.0494593046605587, 0.04766462743282318, 0.04604941979050636, 0.04459434002637863, 0.04328387230634689, 0.042104486376047134, 0.0410429909825325, 0.04008767008781433, 0.03922790661454201, 0.03845406323671341, 0.03775763884186745, 0.037130892276763916, 0.03656674548983574, 0.03605905920267105, 0.03560211881995201, 0.0351908914744854, 0.034820787608623505, 0.03448767215013504, 0.03418789803981781, 0.033918097615242004, 0.03367525339126587, 0.0334567166864872, 0.03326001763343811, 0.03308301419019699, 0.032923661172389984, 0.03278028964996338, 0.03265123441815376]","[0.053668420761823654, 0.05145157873630524, 0.04945642128586769, 0.04766077920794487, 0.04604470357298851, 0.04459023475646973, 0.04328121244907379, 0.04210308939218521, 0.04104278236627579, 0.04008850082755089, 0.039229653775691986, 0.03845668584108353, 0.03776101768016815, 0.037134915590286255, 0.03657142445445061, 0.036064282059669495, 0.035607852041721344, 0.035197071731090546, 0.03482736274600029, 0.03449462726712227, 0.03419516235589981, 0.03392564505338669, 0.033683083951473236, 0.03346477448940277, 0.03326829522848129, 0.0330914668738842, 0.03293231874704361, 0.032789088785648346, 0.03266017884016037]","[0.10000000149011612, 0.14000000059604645, 0.17599999904632568, 0.20839999616146088, 0.2375599890947342, 0.26380398869514465, 0.28742358088493347, 0.3086812198162079, 0.3278130888938904, 0.3450317978858948, 0.3605286180973053, 0.37447574734687805, 0.38702818751335144, 0.3983253836631775, 0.4084928333759308, 0.41764354705810547, 0.42587918043136597, 0.4332912564277649, 0.43996211886405945, 0.4459659159183502, 0.4513693153858185, 0.4562323987483978, 0.46060916781425476, 0.464548259973526, 0.4680934250354767, 0.47128409147262573, 0.4741556942462921, 0.47674012184143066, 0.4790661036968231]"
42,"[0.05366958677768707, 0.051452890038490295, 0.04945854842662811, 0.04766365885734558, 0.04604822397232056, 0.04459434747695923, 0.04328586161136627, 0.042108193039894104, 0.041048333048820496, 0.04009443521499634, 0.03923594951629639, 0.038463324308395386, 0.0377679318189621, 0.03714211285114288, 0.03657655417919159, 0.03606735169887543, 0.035609036684036255, 0.03519657254219055, 0.03482536971569061, 0.03449124097824097, 0.034190550446510315, 0.03391993045806885, 0.03367634117603302, 0.03345717489719391, 0.03325989842414856, 0.03308232128620148, 0.03292255103588104, 0.032778725028038025, 0.032649263739585876]","[0.053668420761823654, 0.05145157873630524, 0.04945642128586769, 0.04766077920794487, 0.04604470357298851, 0.04459023475646973, 0.04328121244907379, 0.04210308939218521, 0.04104278236627579, 0.04008850082755089, 0.039229653775691986, 0.03845668584108353, 0.03776101768016815, 0.037134915590286255, 0.03657142445445061, 0.036064282059669495, 0.035607852041721344, 0.035197071731090546, 0.03482736274600029, 0.03449462726712227, 0.03419516235589981, 0.03392564505338669, 0.033683083951473236, 0.03346477448940277, 0.03326829522848129, 0.0330914668738842, 0.03293231874704361, 0.032789088785648346, 0.03266017884016037]","[0.10000000149011612, 0.14000000059604645, 0.17599999904632568, 0.20839999616146088, 0.2375599890947342, 0.26380398869514465, 0.28742358088493347, 0.3086812198162079, 0.3278130888938904, 0.3450317978858948, 0.3605286180973053, 0.37447574734687805, 0.38702818751335144, 0.3983253836631775, 0.4084928333759308, 0.41764354705810547, 0.42587918043136597, 0.4332912564277649, 0.43996211886405945, 0.4459659159183502, 0.4513693153858185, 0.4562323987483978, 0.46060916781425476, 0.464548259973526, 0.4680934250354767, 0.47128409147262573, 0.4741556942462921, 0.47674012184143066, 0.4790661036968231]"
43,"[0.053955670446157455, 0.051770757883787155, 0.04945233091711998, 0.04765557125210762, 0.04603847116231918, 0.044583071023225784, 0.04327324032783508, 0.042094361037015915, 0.041033368557691574, 0.040078502148389816, 0.03921913728117943, 0.038445670157670975, 0.03775203227996826, 0.03712835535407066, 0.0365670807659626, 0.03606190159916878, 0.035607267171144485, 0.035198066383600235, 0.034829799085855484, 0.03449836000800133, 0.03420006111264229, 0.033931586891412735, 0.033689964562654495, 0.03347252681851387, 0.03327680751681328, 0.0331006683409214, 0.03294213488698006, 0.032799478620290756, 0.032671041786670685]","[0.053668420761823654, 0.05145157873630524, 0.04945642128586769, 0.04766077920794487, 0.04604470357298851, 0.04459023475646973, 0.04328121244907379, 0.04210308939218521, 0.04104278236627579, 0.04008850082755089, 0.039229653775691986, 0.03845668584108353, 0.03776101768016815, 0.037134915590286255, 0.03657142445445061, 0.036064282059669495, 0.035607852041721344, 0.035197071731090546, 0.03482736274600029, 0.03449462726712227, 0.03419516235589981, 0.03392564505338669, 0.033683083951473236, 0.03346477448940277, 0.03326829522848129, 0.0330914668738842, 0.03293231874704361, 0.032789088785648346, 0.03266017884016037]","[0.10000000149011612, 0.14000000059604645, 0.17599999904632568, 0.20839999616146088, 0.2375599890947342, 0.26380398869514465, 0.28742358088493347, 0.3086812198162079, 0.3278130888938904, 0.3450317978858948, 0.3605286180973053, 0.37447574734687805, 0.38702818751335144, 0.3983253836631775, 0.4084928333759308, 0.41764354705810547, 0.42587918043136597, 0.4332912564277649, 0.43996211886405945, 0.4459659159183502, 0.4513693153858185, 0.4562323987483978, 0.46060916781425476, 0.464548259973526, 0.4680934250354767, 0.47128409147262573, 0.4741556942462921, 0.47674012184143066, 0.4790661036968231]"
44,"[0.053473904728889465, 0.051235318183898926, 0.049437254667282104, 0.047666460275650024, 0.046051569283008575, 0.04459812492132187, 0.04329005628824234, 0.042112767696380615, 0.04105322062969208, 0.04009964317083359, 0.03924139589071274, 0.03846900910139084, 0.03777381777763367, 0.03714817762374878, 0.03657534718513489, 0.036066263914108276, 0.03560810536146164, 0.03519577533006668, 0.03482464700937271, 0.03449063003063202, 0.03419003635644913, 0.03391948342323303, 0.03367598354816437, 0.03345686197280884, 0.033259645104408264, 0.03308214247226715, 0.0329224169254303, 0.03277861326932907, 0.03264923393726349]","[0.053668420761823654, 0.05145157873630524, 0.04945642128586769, 0.04766077920794487, 0.04604470357298851, 0.04459023475646973, 0.04328121244907379, 0.04210308939218521, 0.04104278236627579, 0.04008850082755089, 0.039229653775691986, 0.03845668584108353, 0.03776101768016815, 0.037134915590286255, 0.03657142445445061, 0.036064282059669495, 0.035607852041721344, 0.035197071731090546, 0.03482736274600029, 0.03449462726712227, 0.03419516235589981, 0.03392564505338669, 0.033683083951473236, 0.03346477448940277, 0.03326829522848129, 0.0330914668738842, 0.03293231874704361, 0.032789088785648346, 0.03266017884016037]","[0.10000000149011612, 0.14000000059604645, 0.17599999904632568, 0.20839999616146088, 0.2375599890947342, 0.26380398869514465, 0.28742358088493347, 0.3086812198162079, 0.3278130888938904, 0.3450317978858948, 0.3605286180973053, 0.37447574734687805, 0.38702818751335144, 0.3983253836631775, 0.4084928333759308, 0.41764354705810547, 0.42587918043136597, 0.4332912564277649, 0.43996211886405945, 0.4459659159183502, 0.4513693153858185, 0.4562323987483978, 0.46060916781425476, 0.464548259973526, 0.4680934250354767, 0.47128409147262573, 0.4741556942462921, 0.47674012184143066, 0.4790661036968231]"
45,"[0.05061458796262741, 0.04805832356214523, 0.04557716101408005, 0.04281381517648697, 0.04400842636823654, 0.04460028558969498, 0.04329339414834976, 0.042117200791835785, 0.04105859249830246, 0.040105871856212616, 0.039248429238796234, 0.038476698100566864, 0.037782154977321625, 0.037157051265239716, 0.03659450262784958, 0.03608819097280502, 0.03563249856233597, 0.035222359001636505, 0.0348532572388649, 0.03452106565237045, 0.034222088754177094, 0.03389423340559006, 0.033487655222415924, 0.03326641768217087, 0.03308848291635513, 0.03292828053236008, 0.032784126698970795, 0.03265439718961716, 0.03253764659166336]","[0.053668420761823654, 0.05145157873630524, 0.04945642128586769, 0.04766077920794487, 0.04604470357298851, 0.04459023475646973, 0.04328121244907379, 0.04210308939218521, 0.04104278236627579, 0.04008850082755089, 0.039229653775691986, 0.03845668584108353, 0.03776101768016815, 0.037134915590286255, 0.03657142445445061, 0.036064282059669495, 0.035607852041721344, 0.035197071731090546, 0.03482736274600029, 0.03449462726712227, 0.03419516235589981, 0.03392564505338669, 0.033683083951473236, 0.03346477448940277, 0.03326829522848129, 0.0330914668738842, 0.03293231874704361, 0.032789088785648346, 0.03266017884016037]","[0.10000000149011612, 0.14000000059604645, 0.17599999904632568, 0.20839999616146088, 0.2375599890947342, 0.26380398869514465, 0.28742358088493347, 0.3086812198162079, 0.3278130888938904, 0.3450317978858948, 0.3605286180973053, 0.37447574734687805, 0.38702818751335144, 0.3983253836631775, 0.4084928333759308, 0.41764354705810547, 0.42587918043136597, 0.4332912564277649, 0.43996211886405945, 0.4459659159183502, 0.4513693153858185, 0.4562323987483978, 0.46060916781425476, 0.464548259973526, 0.4680934250354767, 0.47128409147262573, 0.4741556942462921, 0.47674012184143066, 0.4790661036968231]"
46,"[0.05366919934749603, 0.051452234387397766, 0.04945697635412216, 0.047661229968070984, 0.046046413481235504, 0.04459438472986221, 0.043287552893161774, 0.04211045801639557, 0.04104866087436676, 0.04009304940700531, 0.03923296928405762, 0.0384589284658432, 0.037762269377708435, 0.0371352881193161, 0.03657101094722748, 0.03606314957141876, 0.03560608625411987, 0.035194724798202515, 0.034824490547180176, 0.034491270780563354, 0.03419139236211777, 0.033921509981155396, 0.03367859870195389, 0.033459991216659546, 0.03326322138309479, 0.0330861434340477, 0.0329267680644989, 0.03278334438800812, 0.03265424072742462]","[0.053668420761823654, 0.05145157873630524, 0.04945642128586769, 0.04766077920794487, 0.04604470357298851, 0.04459023475646973, 0.04328121244907379, 0.04210308939218521, 0.04104278236627579, 0.04008850082755089, 0.039229653775691986, 0.03845668584108353, 0.03776101768016815, 0.037134915590286255, 0.03657142445445061, 0.036064282059669495, 0.035607852041721344, 0.035197071731090546, 0.03482736274600029, 0.03449462726712227, 0.03419516235589981, 0.03392564505338669, 0.033683083951473236, 0.03346477448940277, 0.03326829522848129, 0.0330914668738842, 0.03293231874704361, 0.032789088785648346, 0.03266017884016037]","[0.10000000149011612, 0.14000000059604645, 0.17599999904632568, 0.20839999616146088, 0.2375599890947342, 0.26380398869514465, 0.28742358088493347, 0.3086812198162079, 0.3278130888938904, 0.3450317978858948, 0.3605286180973053, 0.37447574734687805, 0.38702818751335144, 0.3983253836631775, 0.4084928333759308, 0.41764354705810547, 0.42587918043136597, 0.4332912564277649, 0.43996211886405945, 0.4459659159183502, 0.4513693153858185, 0.4562323987483978, 0.46060916781425476, 0.464548259973526, 0.4680934250354767, 0.47128409147262573, 0.4741556942462921, 0.47674012184143066, 0.4790661036968231]"
47,"[0.053666092455387115, 0.05144953727722168, 0.049454644322395325, 0.04765864461660385, 0.046040549874305725, 0.04458427429199219, 0.04327362775802612, 0.04209402948617935, 0.04103240370750427, 0.040076933801174164, 0.03921700268983841, 0.03844345360994339, 0.037750229239463806, 0.03712631016969681, 0.03656478971242905, 0.0360594168305397, 0.03560458868741989, 0.0351952388882637, 0.03482682257890701, 0.03449525684118271, 0.034196846187114716, 0.03392826020717621, 0.033686548471450806, 0.03346901386976242, 0.033273227512836456, 0.03309701383113861, 0.03293842822313309, 0.032795682549476624, 0.03266723453998566]","[0.053668420761823654, 0.05145157873630524, 0.04945642128586769, 0.04766077920794487, 0.04604470357298851, 0.04459023475646973, 0.04328121244907379, 0.04210308939218521, 0.04104278236627579, 0.04008850082755089, 0.039229653775691986, 0.03845668584108353, 0.03776101768016815, 0.037134915590286255, 0.03657142445445061, 0.036064282059669495, 0.035607852041721344, 0.035197071731090546, 0.03482736274600029, 0.03449462726712227, 0.03419516235589981, 0.03392564505338669, 0.033683083951473236, 0.03346477448940277, 0.03326829522848129, 0.0330914668738842, 0.03293231874704361, 0.032789088785648346, 0.03266017884016037]","[0.10000000149011612, 0.14000000059604645, 0.17599999904632568, 0.20839999616146088, 0.2375599890947342, 0.26380398869514465, 0.28742358088493347, 0.3086812198162079, 0.3278130888938904, 0.3450317978858948, 0.3605286180973053, 0.37447574734687805, 0.38702818751335144, 0.3983253836631775, 0.4084928333759308, 0.41764354705810547, 0.42587918043136597, 0.4332912564277649, 0.43996211886405945, 0.4459659159183502, 0.4513693153858185, 0.4562323987483978, 0.46060916781425476, 0.464548259973526, 0.4680934250354767, 0.47128409147262573, 0.4741556942462921, 0.47674012184143066, 0.4790661036968231]"
48,"[0.05366406589746475, 0.05144677311182022, 0.049449898302555084, 0.047652579843997955, 0.04603499919176102, 0.04457920044660568, 0.043268926441669464, 0.042089737951755524, 0.041028402745723724, 0.04007325321435928, 0.03921366482973099, 0.03843993693590164, 0.03774363547563553, 0.03711693733930588, 0.03655295819044113, 0.03604533523321152, 0.035588450729846954, 0.03517734259366989, 0.03480725735425949, 0.03447418659925461, 0.03417447954416275, 0.03390470892190933, 0.03366190940141678, 0.033443383872509, 0.03324674814939499, 0.03306976705789566, 0.032910414040088654, 0.03276706486940384, 0.03263803571462631]","[0.053668420761823654, 0.05145157873630524, 0.04945642128586769, 0.04766077920794487, 0.04604470357298851, 0.04459023475646973, 0.04328121244907379, 0.04210308939218521, 0.04104278236627579, 0.04008850082755089, 0.039229653775691986, 0.03845668584108353, 0.03776101768016815, 0.037134915590286255, 0.03657142445445061, 0.036064282059669495, 0.035607852041721344, 0.035197071731090546, 0.03482736274600029, 0.03449462726712227, 0.03419516235589981, 0.03392564505338669, 0.033683083951473236, 0.03346477448940277, 0.03326829522848129, 0.0330914668738842, 0.03293231874704361, 0.032789088785648346, 0.03266017884016037]","[0.10000000149011612, 0.14000000059604645, 0.17599999904632568, 0.20839999616146088, 0.2375599890947342, 0.26380398869514465, 0.28742358088493347, 0.3086812198162079, 0.3278130888938904, 0.3450317978858948, 0.3605286180973053, 0.37447574734687805, 0.38702818751335144, 0.3983253836631775, 0.4084928333759308, 0.41764354705810547, 0.42587918043136597, 0.4332912564277649, 0.43996211886405945, 0.4459659159183502, 0.4513693153858185, 0.4562323987483978, 0.46060916781425476, 0.464548259973526, 0.4680934250354767, 0.47128409147262573, 0.4741556942462921, 0.47674012184143066, 0.4790661036968231]"
49,"[0.05360275134444237, 0.051376987248659134, 0.04937378689646721, 0.047570910304784775, 0.04604614898562431, 0.044591668993234634, 0.0432826466858387, 0.04210449382662773, 0.041044194251298904, 0.040089886635541916, 0.039231035858392715, 0.038458045572042465, 0.03776237741112709, 0.0371362678706646, 0.03657277300953865, 0.036065634340047836, 0.03560919687151909, 0.0351983942091465, 0.03482868894934654, 0.03449595347046852, 0.03419649228453636, 0.03392697498202324, 0.033684421330690384, 0.033466096967458725, 0.033269625157117844, 0.03309278562664986, 0.03293362632393837, 0.032790396362543106, 0.03266148641705513]","[0.053668420761823654, 0.05145157873630524, 0.04945642128586769, 0.04766077920794487, 0.04604470357298851, 0.04459023475646973, 0.04328121244907379, 0.04210308939218521, 0.04104278236627579, 0.04008850082755089, 0.039229653775691986, 0.03845668584108353, 0.03776101768016815, 0.037134915590286255, 0.03657142445445061, 0.036064282059669495, 0.035607852041721344, 0.035197071731090546, 0.03482736274600029, 0.03449462726712227, 0.03419516235589981, 0.03392564505338669, 0.033683083951473236, 0.03346477448940277, 0.03326829522848129, 0.0330914668738842, 0.03293231874704361, 0.032789088785648346, 0.03266017884016037]","[0.10000000149011612, 0.14000000059604645, 0.17599999904632568, 0.20839999616146088, 0.2375599890947342, 0.26380398869514465, 0.28742358088493347, 0.3086812198162079, 0.3278130888938904, 0.3450317978858948, 0.3605286180973053, 0.37447574734687805, 0.38702818751335144, 0.3983253836631775, 0.4084928333759308, 0.41764354705810547, 0.42587918043136597, 0.4332912564277649, 0.43996211886405945, 0.4459659159183502, 0.4513693153858185, 0.4562323987483978, 0.46060916781425476, 0.464548259973526, 0.4680934250354767, 0.47128409147262573, 0.4741556942462921, 0.47674012184143066, 0.4790661036968231]"
